Date,कृषि उपज,ईकाइ,आगमन
10/18/2025,अन्य,के जी,"३,९५०.००"
10/18/2025,फूल,के.जी.,"१,३००.००"
10/18/2025,कुल जम्मा,के.जी.,"६५६,५३६.००"
10/19/2025,गोलभेडा सानो,के.जी.,"२५,५२५.००"
10/19/2025,आलु रातो,के.जी.,"१९७,७८२.००"
10/19/2025,प्याज सुकेको,के.जी.,"७१,०००.००"
10/19/2025,गाजर,के.जी.,"१३,४५०.००"
10/19/2025,बन्दा,के.जी.,"२७,९२०.००"
10/19/2025,काउली स्थानिय,के.जी.,"४९,८३०.००"
10/19/2025,मूला सेतो,के.जी.,"३४,०२५.००"
10/19/2025,भन्टा लाम्चो,के.जी.,"६,४६०.००"
10/19/2025,बोडी,के.जी.,"१२,४३८.००"
10/19/2025,मटरकोशा,के.जी.,"३,१७५.००"
10/19/2025,घिउ सिमी,के.जी.,"९,२७५.००"
10/19/2025,टाटे सिमी,के.जी.,२००.००
10/19/2025,भटमास,के.जी.,"३,१००.००"
10/19/2025,तितो करेला,के.जी.,"१०,८८०.००"
10/19/2025,लौका,के.जी.,"१०,५३०.००"
10/19/2025,परवर,के.जी.,"६,४५०.००"
10/19/2025,घिरौला,के.जी.,"८,५३०.००"
10/19/2025,फर्सी हरियो,के.जी.,"६,३८०.००"
10/19/2025,भिण्डी,के.जी.,"७,७००.००"
10/19/2025,सखरखण्ड,के.जी.,"३,५००.००"
10/19/2025,बरेला,के.जी.,"२,०५५.००"
10/19/2025,पिंडालू,के.जी.,४५०.००
10/19/2025,स्कूस,के.जी.,"५,१५०.००"
10/19/2025,रायो साग,के.जी.,"४,९८८.००"
10/19/2025,प्याज हरियो,के.जी.,२९०.००
10/19/2025,च्याउ,के.जी.,"१,२७०.००"
10/19/2025,केरा,के.जी.,"४,१००.००"
10/19/2025,सुन्तला,के.जी.,"२२,२००.००"
10/19/2025,मौसम,के.जी.,"७,६०४.००"
10/19/2025,जुनार,के.जी.,"७,८३६.००"
10/19/2025,काक्रो,के.जी.,"३४,३६०.००"
10/19/2025,निबुवा,के.जी.,"६,००५.००"
10/19/2025,अमला,के.जी,"२,२००.००"
10/19/2025,अदुवा,के.जी.,"८,६५०.००"
10/19/2025,खुर्सानी हरियो,के जी,"१६,३५०.००"
10/19/2025,भेडे खु्र्सानी,के.जी.,"१५,०००.००"
10/19/2025,हरियो धनिया,के.जी.,"३,४७५.००"
10/19/2025,माछा ताजा,के.जी.,"३९,४५४.००"
10/19/2025,अन्य,के जी,"१,७००.००"
10/19/2025,फूल,के.जी.,"१,४८७.००"
10/19/2025,कुल जम्मा,के.जी.,"६९२,७७४.००"
10/20/2025,गोलभेडा सानो,के.जी.,"३३,१७६.००"
10/20/2025,आलु रातो,के.जी.,"९१,३५६.००"
10/20/2025,प्याज सुकेको,के.जी.,"६३,०००.००"
10/20/2025,गाजर,के.जी.,"१०,५७५.००"
10/20/2025,बन्दा,के.जी.,"१९,३१०.००"
10/20/2025,काउली स्थानिय,के.जी.,"५६,५४२.००"
10/20/2025,मूला सेतो,के.जी.,"१४,०२५.००"
10/20/2025,भन्टा लाम्चो,के.जी.,"५,८००.००"
10/20/2025,बोडी,के.जी.,"१०,०६०.००"
10/20/2025,घिउ सिमी,के.जी.,"९,१७५.००"
10/20/2025,टाटे सिमी,के.जी.,६५०.००
10/20/2025,भटमास,के.जी.,"१,६५०.००"
10/20/2025,तितो करेला,के.जी.,"१८,६४९.००"
10/20/2025,लौका,के.जी.,"२,०९०.००"
10/20/2025,परवर,के.जी.,"४,२४०.००"
10/20/2025,घिरौला,के.जी.,"८,९३०.००"
10/20/2025,फर्सी हरियो,के.जी.,"४,९३०.००"
10/20/2025,भिण्डी,के.जी.,"१०,७६०.००"
10/20/2025,सखरखण्ड,के.जी.,२५०.००
10/20/2025,बरेला,के.जी.,"३,६५०.००"
10/20/2025,स्कूस,के.जी.,४५५.००
10/20/2025,रायो साग,के.जी.,"४,६२५.००"
10/20/2025,प्याज हरियो,के.जी.,९९३.००
10/20/2025,च्याउ,के.जी.,"२,२६०.००"
10/20/2025,ब्रोकाउली,के.जी.,६३०.००
10/20/2025,चुकुन्दर,के.जी.,"५,०००.००"
10/20/2025,तोफु,के.जी.,१८०.००
10/20/2025,स्याउ,के.जी.,४००.००
10/20/2025,केरा,के.जी.,२५०.००
10/20/2025,कागती,के.जी.,५०.००
10/20/2025,सुन्तला,के.जी.,"३३,४५०.००"
10/20/2025,जुनार,के.जी.,"२,५००.००"
10/20/2025,काक्रो,के.जी.,"५९,९९०.००"
10/20/2025,निबुवा,के.जी.,"३,९९५.००"
10/20/2025,लप्सी,के.जी.,९००.००
10/20/2025,खरबुजा,के.जी.,२००.००
10/20/2025,अमला,के.जी,६८५.००
10/20/2025,अदुवा,के.जी.,"८,८५०.००"
10/20/2025,खुर्सानी हरियो,के जी,"१७,९९०.००"
10/20/2025,भेडे खु्र्सानी,के.जी.,"४,८५०.००"
10/20/2025,लसुन हरियो,के.जी.,३००.००
10/20/2025,हरियो धनिया,के.जी.,"३,५९५.००"
10/20/2025,माछा ताजा,के.जी.,"५६,०४०.००"
10/20/2025,अन्य,के जी,"२,८००.००"
10/20/2025,फूल,के.जी.,"२,४८६.००"
10/20/2025,कुल जम्मा,के.जी.,"५८२,२९२.००"
10/21/2025,गोलभेडा सानो,के.जी.,"२३,७२५.००"
10/21/2025,आलु रातो,के.जी.,"८४,६२०.००"
10/21/2025,प्याज सुकेको,के.जी.,"२१,०००.००"
10/21/2025,गाजर,के.जी.,"१०,८७५.००"
10/21/2025,बन्दा,के.जी.,"२२,०५०.००"
10/21/2025,काउली स्थानिय,के.जी.,"३८,४७०.००"
10/21/2025,मूला सेतो,के.जी.,"३४,९२५.००"
10/21/2025,भन्टा लाम्चो,के.जी.,"१,३७५.००"
10/21/2025,बोडी,के.जी.,"५,१२५.००"
10/21/2025,घिउ सिमी,के.जी.,"१०,०००.००"
10/21/2025,भटमास,के.जी.,७००.००
10/21/2025,तितो करेला,के.जी.,"१४,३९५.००"
10/21/2025,लौका,के.जी.,"२,८५०.००"
10/21/2025,परवर,के.जी.,"९,८००.००"
10/21/2025,घिरौला,के.जी.,"६,८६०.००"
10/21/2025,फर्सी हरियो,के.जी.,"१,९१२.००"
10/21/2025,भिण्डी,के.जी.,"५,१००.००"
10/21/2025,बरेला,के.जी.,"३,६८५.००"
10/21/2025,स्कूस,के.जी.,"३,०००.००"
10/21/2025,रायो साग,के.जी.,"४,७५०.००"
10/21/2025,पालूगो साग,के.जी.,१००.००
10/21/2025,प्याज हरियो,के.जी.,४७२.००
10/21/2025,तरुल,के.जी.,४००.००
10/21/2025,च्याउ,के.जी.,"१,४५०.००"
10/21/2025,तोफु,के.जी.,१६५.००
10/21/2025,स्याउ,के.जी.,३००.००
10/21/2025,केरा,के.जी.,५००.००
10/21/2025,सुन्तला,के.जी.,"२६,५२५.००"
10/21/2025,काक्रो,के.जी.,"५४,७५५.००"
10/21/2025,अम्बा,के.जी.,"६,०००.००"
10/21/2025,अदुवा,के.जी.,"१३,६५०.००"
10/21/2025,खुर्सानी हरियो,के जी,"८,२७८.००"
10/21/2025,भेडे खु्र्सानी,के.जी.,"३,०५०.००"
10/21/2025,हरियो धनिया,के.जी.,"४,०६०.००"
10/21/2025,माछा ताजा,के.जी.,"३७,३३४.००"
10/21/2025,अन्य,के जी,"१,०००.००"
10/21/2025,फूल,के.जी.,३००.००
10/21/2025,कुल जम्मा,के.जी.,"४६३,५५६.००"
10/22/2025,गोलभेडा सानो,के.जी.,"१०,७६४.००"
10/22/2025,आलु रातो,के.जी.,"४५,४७०.००"
10/22/2025,प्याज सुकेको,के.जी.,"५१,०००.००"
10/22/2025,गाजर,के.जी.,"५,८८०.००"
10/22/2025,बन्दा,के.जी.,३१५.००
10/22/2025,काउली स्थानिय,के.जी.,"२३,७६०.००"
10/22/2025,मूला सेतो,के.जी.,"१७,०००.००"
10/22/2025,भन्टा लाम्चो,के.जी.,"९,०७५.००"
10/22/2025,बोडी,के.जी.,"२,७२५.००"
10/22/2025,मटरकोशा,के.जी.,"१,८००.००"
10/22/2025,घिउ सिमी,के.जी.,"३,५५०.००"
10/22/2025,तितो करेला,के.जी.,"६,७००.००"
10/22/2025,लौका,के.जी.,"१,०००.००"
10/22/2025,परवर,के.जी.,"३,९००.००"
10/22/2025,चिचिण्डो,के.जी.,३५०.००
10/22/2025,घिरौला,के.जी.,"४,०००.००"
10/22/2025,फर्सी हरियो,के.जी.,८७०.००
10/22/2025,भिण्डी,के.जी.,"४,४५०.००"
10/22/2025,बरेला,के.जी.,"२,६८०.००"
10/22/2025,स्कूस,के.जी.,"३,०००.००"
10/22/2025,रायो साग,के.जी.,"२,५७५.००"
10/22/2025,पालूगो साग,के.जी.,३००.००
10/22/2025,चमसूरको साग,के.जी.,२००.००
10/22/2025,प्याज हरियो,के.जी.,३८२.००
10/22/2025,च्याउ,के.जी.,"१,४५०.००"
10/22/2025,तोफु,के.जी.,१६०.००
10/22/2025,काक्रो,के.जी.,"५२,२१५.००"
10/22/2025,अदुवा,के.जी.,"१,१५०.००"
10/22/2025,खुर्सानी हरियो,के जी,६६०.००
10/22/2025,भेडे खु्र्सानी,के.जी.,"१,३२५.००"
10/22/2025,हरियो धनिया,के.जी.,"१,१५४.००"
10/22/2025,माछा ताजा,के.जी.,"२३,९६६.००"
10/22/2025,अन्य,के जी,"५,७४०.००"
10/22/2025,फूल,के.जी.,१५०.००
10/22/2025,कुल जम्मा,के.जी.,"२८९,७१६.००"
10/23/2025,गोलभेडा सानो,के.जी.,"२,७५०.००"
10/23/2025,गाजर,के.जी.,"५,३५०.००"
10/23/2025,बन्दा,के.जी.,"१,८००.००"
10/23/2025,काउली स्थानिय,के.जी.,"२५,७००.००"
10/23/2025,मूला सेतो,के.जी.,"५,२००.००"
10/23/2025,भन्टा लाम्चो,के.जी.,५०.००
10/23/2025,बोडी,के.जी.,"४,२००.००"
10/23/2025,मटरकोशा,के.जी.,२००.००
10/23/2025,घिउ सिमी,के.जी.,२७५.००
10/23/2025,तितो करेला,के.जी.,"१,७१०.००"
10/23/2025,लौका,के.जी.,"५,०००.००"
10/23/2025,परवर,के.जी.,"३,५००.००"
10/23/2025,घिरौला,के.जी.,९००.००
10/23/2025,फर्सी पाकेको,के.जी.,५००.००
10/23/2025,फर्सी हरियो,के.जी.,७५०.००
10/23/2025,भिण्डी,के.जी.,"१६,५००.००"
10/23/2025,बरेला,के.जी.,५५०.००
10/23/2025,स्कूस,के.जी.,२००.००
10/23/2025,रायो साग,के.जी.,"२,६००.००"
10/23/2025,तोरीको साग,के.जी.,२००.००
10/23/2025,प्याज हरियो,के.जी.,८६.००
10/23/2025,च्याउ,के.जी.,"२,०६०.००"
10/23/2025,ब्रोकाउली,के.जी.,१०५.००
10/23/2025,काक्रो,के.जी.,"१२,३६४.००"
10/23/2025,भेडे खु्र्सानी,के.जी.,८७५.००
10/23/2025,हरियो धनिया,के.जी.,"१,१३०.००"
10/23/2025,माछा ताजा,के.जी.,"१५,६१०.००"
10/23/2025,अन्य,के जी,"२,०००.००"
10/23/2025,कुल जम्मा,के.जी.,"११२,१६५.००"
10/24/2025,टेबलमा डाटा उपलब्ध भएन
